,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
419246,C572761,22960,JAM MAKING SET WITH JARS,-3,2011-10-26 09:38:00,4.25,12584.0,Italy
445230,C574825,22960,JAM MAKING SET WITH JARS,-1,2011-11-07 10:58:00,4.25,16678.0,United Kingdom
447089,C574946,22960,JAM MAKING SET WITH JARS,-2,2011-11-08 08:55:00,4.25,12656.0,France
447635,C574955,22960,JAM MAKING SET WITH JARS,-2,2011-11-08 09:56:00,4.25,15066.0,United Kingdom
450094,C575161,22960,JAM MAKING SET WITH JARS,-5,2011-11-08 16:25:00,4.25,15271.0,United Kingdom
450194,C575172,22960,JAM MAKING SET WITH JARS,-3,2011-11-08 17:53:00,4.25,16790.0,United Kingdom
454381,C575531,22960,JAM MAKING SET WITH JARS,-4,2011-11-10 11:12:00,4.25,12544.0,Spain
464973,C576194,22960,JAM MAKING SET WITH JARS,-3,2011-11-14 12:03:00,4.25,16790.0,United Kingdom
464997,C576199,22960,JAM MAKING SET WITH JARS,-6,2011-11-14 12:13:00,4.25,12610.0,Italy
465285,C576216,22960,JAM MAKING SET WITH JARS,-3,2011-11-14 12:56:00,4.25,12584.0,Italy
526968,C580686,22960,JAM MAKING SET WITH JARS,-1,2011-12-05 15:28:00,4.25,15984.0,United Kingdom
529975,C580762,22960,JAM MAKING SET WITH JARS,-2,2011-12-06 10:32:00,4.25,14543.0,United Kingdom
96390,C544557,22913,RED COAT RACK PARIS FASHION,-3,2011-02-21 12:31:00,4.95,17422.0,United Kingdom
341276,C566742,22913,RED COAT RACK PARIS FASHION,-1,2011-09-14 14:56:00,4.95,17422.0,United Kingdom
96391,C544557,22912,YELLOW COAT RACK PARIS FASHION,-4,2011-02-21 12:31:00,4.95,17422.0,United Kingdom
341277,C566742,22912,YELLOW COAT RACK PARIS FASHION,-2,2011-09-14 14:56:00,4.95,17422.0,United Kingdom
96389,C544557,22914,BLUE COAT RACK PARIS FASHION,-2,2011-02-21 12:31:00,4.95,17422.0,United Kingdom
118954,C546507,22914,BLUE COAT RACK PARIS FASHION,-1,2011-03-14 11:47:00,4.95,12712.0,Germany
170565,C551335,22914,BLUE COAT RACK PARIS FASHION,-1,2011-04-27 16:44:00,4.95,14198.0,United Kingdom
341275,C566742,22914,BLUE COAT RACK PARIS FASHION,-1,2011-09-14 14:56:00,4.95,17422.0,United Kingdom
74272,C542413,21756,BATH BUILDING BLOCK WORD,-2,2011-01-27 17:11:00,5.95,16923.0,United Kingdom
24172,C538341,22728,ALARM CLOCK BAKELIKE PINK,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
24173,C538341,22728,ALARM CLOCK BAKELIKE PINK,-3,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
44210,C540158,22728,ALARM CLOCK BAKELIKE PINK,-4,2011-01-05 11:42:00,3.75,12471.0,Germany
89954,C543980,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-14 16:39:00,3.75,14189.0,United Kingdom
100852,C544840,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-24 11:06:00,3.75,16719.0,United Kingdom
111894,C545841,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-03-07 13:36:00,3.75,17675.0,United Kingdom
165554,C550809,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-04-20 15:58:00,3.75,14189.0,United Kingdom
201894,C554342,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-05-23 17:42:00,3.75,16912.0,United Kingdom
231510,C557269,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-06-19 11:27:00,3.75,13097.0,United Kingdom
249940,C558969,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-07-05 11:01:00,3.75,16729.0,United Kingdom
310863,C564212,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom
378630,C569655,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-10-05 12:58:00,3.75,14534.0,United Kingdom
382650,C569922,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-10-06 17:38:00,3.75,16842.0,United Kingdom
383062,C569994,22728,ALARM CLOCK BAKELIKE PINK,-16,2011-10-06 20:33:00,3.75,15606.0,United Kingdom
388635,C570447,22728,ALARM CLOCK BAKELIKE PINK,-3,2011-10-10 14:50:00,3.75,16791.0,United Kingdom
389643,C570483,22728,ALARM CLOCK BAKELIKE PINK,-2,2011-10-10 17:01:00,3.75,13078.0,United Kingdom
516182,C579878,22728,ALARM CLOCK BAKELIKE PINK,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom
19994,C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 11:42:00,3.75,17411.0,United Kingdom
20514,C538059,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 13:38:00,3.75,14205.0,United Kingdom
24174,C538341,22727,ALARM CLOCK BAKELIKE RED ,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
24175,C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
55933,C541009,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-01-13 10:56:00,3.75,17581.0,United Kingdom
70398,C542038,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-01-25 11:47:00,3.75,14534.0,United Kingdom
72418,C542245,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-01-26 15:06:00,3.75,13098.0,United Kingdom
83811,C543353,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-02-07 13:41:00,3.75,16033.0,United Kingdom
86835,C543603,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-10 13:40:00,3.75,15570.0,United Kingdom
87149,C543636,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-10 16:34:00,3.75,13767.0,United Kingdom
88099,C543767,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-11 15:19:00,3.75,13767.0,United Kingdom
96373,C544553,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-21 12:09:00,3.75,14092.0,United Kingdom
111895,C545841,22727,ALARM CLOCK BAKELIKE RED ,-3,2011-03-07 13:36:00,3.75,17675.0,United Kingdom
116340,C546238,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-03-10 12:58:00,3.75,13767.0,United Kingdom
145261,C548891,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-04 15:34:00,3.75,13418.0,United Kingdom
146655,C549013,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-05 14:52:00,3.75,15648.0,United Kingdom
146988,C549039,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-04-05 17:16:00,3.75,17675.0,United Kingdom
148788,C549253,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-07 12:20:00,3.75,12408.0,Belgium
249939,C558969,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-05 11:01:00,3.75,16729.0,United Kingdom
254368,C559309,22727,ALARM CLOCK BAKELIKE RED ,-4,2011-07-07 13:18:00,3.75,17719.0,United Kingdom
256292,C559474,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-08 13:41:00,3.75,13078.0,United Kingdom
279125,C561235,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-26 10:27:00,3.75,13767.0,United Kingdom
296362,C562889,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-08-10 12:07:00,3.75,18172.0,United Kingdom
296564,C562921,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom
310864,C564212,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom
370084,C569128,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-09-30 13:34:00,3.75,15034.0,United Kingdom
378632,C569655,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-10-05 12:58:00,3.75,14534.0,United Kingdom
383009,C569985,22727,ALARM CLOCK BAKELIKE RED ,-4,2011-10-06 19:51:00,3.75,15365.0,United Kingdom
383063,C569994,22727,ALARM CLOCK BAKELIKE RED ,-20,2011-10-06 20:33:00,3.75,15606.0,United Kingdom
456026,C575662,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-11-10 14:48:00,3.75,13767.0,United Kingdom
516183,C579878,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom
14334,C537530,22726,ALARM CLOCK BAKELIKE GREEN,-2,2010-12-07 11:47:00,3.75,13319.0,United Kingdom
24178,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
24179,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-2,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
24180,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-3,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
72419,C542245,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-01-26 15:06:00,3.75,13098.0,United Kingdom
88098,C543767,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-02-11 15:19:00,3.75,13767.0,United Kingdom
115501,C546128,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-03-09 15:05:00,3.75,15622.0,United Kingdom
172872,551573,22726,missing,-5,2011-05-03 11:15:00,0.0,nan,United Kingdom
208191,C555105,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-05-31 14:09:00,3.75,17841.0,United Kingdom
235933,C557663,22726,ALARM CLOCK BAKELIKE GREEN,-9,2011-06-21 17:59:00,3.75,nan,EIRE
256291,C559474,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-07-08 13:41:00,3.75,13078.0,United Kingdom
296563,C562921,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom
307052,C563899,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-21 10:55:00,3.75,17097.0,Spain
319861,C564908,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-31 12:26:00,3.75,17705.0,United Kingdom
347704,C567332,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-09-19 14:52:00,3.75,13767.0,United Kingdom
370085,C569128,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-09-30 13:34:00,3.75,15034.0,United Kingdom
382690,C569938,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-10-06 17:55:00,3.75,14211.0,United Kingdom
434080,C574028,22726,ALARM CLOCK BAKELIKE GREEN,-4,2011-11-02 12:33:00,3.75,14493.0,United Kingdom
436248,C574095,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-03 09:54:00,3.75,12674.0,France
455862,C575650,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-10 14:24:00,3.75,14194.0,United Kingdom
458225,C575763,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-11 10:55:00,3.75,15034.0,United Kingdom
485789,C577683,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-21 10:51:00,3.75,14493.0,United Kingdom
507248,C579169,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-28 14:26:00,3.75,17924.0,United Kingdom
516491,C579915,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-12-01 08:56:00,3.75,16570.0,United Kingdom
72727,C542256,21883,STARS GIFT TAPE ,-1,2011-01-26 17:04:00,0.19,17722.0,United Kingdom
171573,551429,10002,missing,-3,2011-04-28 15:05:00,0.0,nan,United Kingdom
30972,C538882,21791,VINTAGE HEADS AND TAILS CARD GAME ,-12,2010-12-14 15:56:00,1.25,12797.0,Portugal
66002,C541710,21791,VINTAGE HEADS AND TAILS CARD GAME ,-12,2011-01-21 11:17:00,1.25,14320.0,United Kingdom
320593,C565050,21791,VINTAGE HEADS AND TAILS CARD GAME ,-12,2011-08-31 17:10:00,1.25,12381.0,Norway
151173,C549544,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,2011-04-10 11:15:00,2.75,15311.0,United Kingdom
276558,C561059,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,2011-07-24 13:26:00,2.75,13802.0,United Kingdom
47476,C540417,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-6,2011-01-07 10:56:00,2.95,13680.0,United Kingdom
83746,C543347,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2011-02-07 12:44:00,2.95,12472.0,Germany
139810,C548356,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-03-30 15:12:00,2.95,12472.0,Germany
172918,C551588,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2011-05-03 11:28:00,2.95,12708.0,Germany
185342,C552805,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-6,2011-05-11 12:34:00,2.95,14149.0,United Kingdom
209742,C555273,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2011-06-01 16:33:00,2.95,12708.0,Germany
253969,C559253,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-07-07 11:44:00,2.95,12472.0,Germany
270337,C560564,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-07-19 13:42:00,2.95,12468.0,Germany
294894,C562726,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-08-09 09:05:00,2.95,16401.0,United Kingdom
319994,C564955,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-08-31 13:39:00,2.95,15786.0,United Kingdom
321203,C565140,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-09-01 12:56:00,2.95,17841.0,United Kingdom
373249,C569318,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-10-03 12:14:00,2.95,13505.0,Switzerland
394038,C570867,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-6,2011-10-12 16:17:00,2.95,12607.0,USA
436250,C574095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-11-03 09:54:00,2.95,12674.0,France
449047,C575082,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2011-11-08 13:30:00,2.95,12613.0,Germany
506158,C579127,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-11-28 12:22:00,2.95,12674.0,France
516817,C579970,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-12-01 11:13:00,2.95,14388.0,United Kingdom
83742,C543347,22629,SPACEBOY LUNCH BOX ,-1,2011-02-07 12:44:00,1.95,12472.0,Germany
87152,C543638,22629,SPACEBOY LUNCH BOX ,-1,2011-02-10 16:40:00,1.95,16403.0,United Kingdom
101135,C544902,22629,SPACEBOY LUNCH BOX ,-1,2011-02-24 13:05:00,1.95,12362.0,Belgium
242085,C558313,22629,SPACEBOY LUNCH BOX ,-1,2011-06-28 11:31:00,1.95,13870.0,United Kingdom
275413,C560990,22629,SPACEBOY LUNCH BOX ,-6,2011-07-22 13:24:00,1.95,14056.0,United Kingdom
383044,C569989,22629,SPACEBOY LUNCH BOX ,-42,2011-10-06 20:08:00,1.65,16839.0,United Kingdom
403537,C571635,22629,SPACEBOY LUNCH BOX ,-1,2011-10-18 11:39:00,1.95,16393.0,United Kingdom
472196,C576670,22629,SPACEBOY LUNCH BOX ,-1,2011-11-16 11:55:00,1.95,16393.0,United Kingdom
14532,C537602,22659,LUNCH BOX I LOVE LONDON,-4,2010-12-07 12:45:00,1.65,17511.0,United Kingdom
52774,C540820,22659,LUNCH BOX I LOVE LONDON,-6,2011-01-11 13:09:00,1.95,15518.0,United Kingdom
66160,C541779,22659,LUNCH BOX I LOVE LONDON,-12,2011-01-21 11:50:00,1.95,13102.0,United Kingdom
79146,C542910,22659,LUNCH BOX I LOVE LONDON,-1,2011-02-01 15:38:00,1.65,17511.0,United Kingdom
98647,C544682,22659,LUNCH BOX I LOVE LONDON,-2,2011-02-22 16:29:00,1.65,17511.0,United Kingdom
142334,C548577,22659,LUNCH BOX I LOVE LONDON,-64,2011-04-01 10:46:00,1.65,13694.0,United Kingdom
175285,C551948,22659,LUNCH BOX I LOVE LONDON,-1,2011-05-05 11:21:00,1.65,17511.0,United Kingdom
238568,C557941,22659,LUNCH BOX I LOVE LONDON,-164,2011-06-23 16:00:00,1.65,12901.0,United Kingdom
253834,C559193,22659,LUNCH BOX I LOVE LONDON,-1,2011-07-07 10:26:00,1.95,12379.0,Belgium
294274,C562709,22659,LUNCH BOX I LOVE LONDON,-1,2011-08-08 14:32:00,1.65,17511.0,United Kingdom
306398,C563752,22659,LUNCH BOX I LOVE LONDON,-6,2011-08-19 10:38:00,1.95,12362.0,Belgium
329650,C565848,22659,LUNCH BOX I LOVE LONDON,-1,2011-09-07 12:48:00,1.95,14606.0,United Kingdom
352797,C567690,22659,LUNCH BOX I LOVE LONDON,-7,2011-09-21 17:01:00,1.95,15810.0,United Kingdom
369453,C569032,22659,LUNCH BOX I LOVE LONDON,-36,2011-09-30 10:40:00,1.65,15061.0,United Kingdom
378649,C569655,22659,LUNCH BOX I LOVE LONDON,-2,2011-10-05 12:58:00,1.95,14534.0,United Kingdom
403536,C571635,22659,LUNCH BOX I LOVE LONDON,-1,2011-10-18 11:39:00,1.95,16393.0,United Kingdom
446826,C574922,22659,LUNCH BOX I LOVE LONDON,-12,2011-11-07 16:39:00,1.95,15502.0,United Kingdom
492498,C578124,22659,LUNCH BOX I LOVE LONDON,-1,2011-11-23 10:30:00,1.95,14049.0,United Kingdom
1982,C536548,22631,CIRCUS PARADE LUNCH BOX ,-1,2010-12-01 14:33:00,1.95,12472.0,Germany
188310,C553032,22631,CIRCUS PARADE LUNCH BOX ,-3,2011-05-12 19:44:00,1.95,13320.0,United Kingdom
352796,C567690,22631,CIRCUS PARADE LUNCH BOX ,-10,2011-09-21 17:01:00,1.95,15810.0,United Kingdom
383043,C569989,22631,CIRCUS PARADE LUNCH BOX ,-7,2011-10-06 20:08:00,1.95,16839.0,United Kingdom
446827,C574922,22631,CIRCUS PARADE LUNCH BOX ,-12,2011-11-07 16:39:00,1.95,15502.0,United Kingdom
107446,C545446,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-03-02 16:33:00,0.72,12753.0,Japan
168294,C551015,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-04-26 11:06:00,0.72,12753.0,Japan
258679,C559666,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-07-11 13:37:00,0.85,14389.0,United Kingdom
360540,C568232,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-10,2011-09-26 11:27:00,0.85,14808.0,United Kingdom
24192,C538341,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2010-12-10 14:03:00,1.65,15514.0,United Kingdom
31939,C539031,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2010-12-15 14:25:00,1.65,12647.0,Germany
77741,C542781,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-02-01 09:38:00,1.65,12626.0,Germany
138288,C548193,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-03-29 15:27:00,1.65,14680.0,United Kingdom
139812,C548356,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-03-30 15:12:00,1.65,12472.0,Germany
320581,C565044,21731,RED TOADSTOOL LED NIGHT LIGHT,-126,2011-08-31 17:02:00,1.45,12931.0,United Kingdom
327645,C565681,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-09-06 10:42:00,1.65,15521.0,United Kingdom
395800,C571045,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-10-13 13:32:00,1.65,15606.0,United Kingdom
397671,C571196,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-10-14 12:02:00,1.65,nan,United Kingdom
402614,C571507,21731,RED TOADSTOOL LED NIGHT LIGHT,-3,2011-10-17 15:24:00,1.65,13919.0,Denmark
513789,C579562,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2011-11-30 11:39:00,1.65,12553.0,France
530276,C580832,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-12-06 11:40:00,1.45,12753.0,Japan
29057,C538695,22900, SET 2 TEA TOWELS I LOVE LONDON ,-1,2010-12-14 10:01:00,2.95,14032.0,United Kingdom
108129,C545508,22900, SET 2 TEA TOWELS I LOVE LONDON ,-1,2011-03-03 11:53:00,2.95,17017.0,United Kingdom
202230,C554374,22900, SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-05-24 11:27:00,3.25,15128.0,United Kingdom
238569,C557941,22900,SET 2 TEA TOWELS I LOVE LONDON ,-160,2011-06-23 16:00:00,2.32,12901.0,United Kingdom
250255,C559012,22900,SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-07-05 12:50:00,3.25,17017.0,United Kingdom
296328,C562884,22900,SET 2 TEA TOWELS I LOVE LONDON ,-3,2011-08-10 11:25:00,3.25,14056.0,United Kingdom
352994,C567708,22900,SET 2 TEA TOWELS I LOVE LONDON ,-7,2011-09-22 09:53:00,3.25,15201.0,United Kingdom
394990,C570958,22900,SET 2 TEA TOWELS I LOVE LONDON ,-2,2011-10-13 11:30:00,3.25,16873.0,United Kingdom
445231,C574825,22900,SET 2 TEA TOWELS I LOVE LONDON ,-12,2011-11-07 10:58:00,3.25,16678.0,United Kingdom
479475,C577163,22900,SET 2 TEA TOWELS I LOVE LONDON ,-12,2011-11-18 10:27:00,3.25,16678.0,United Kingdom
508003,C579192,22900,SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-11-28 15:43:00,3.25,12657.0,France
256646,C559502,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-1,2011-07-08 14:53:00,3.75,13338.0,United Kingdom
428880,C573502,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-2,2011-10-31 12:02:00,3.75,14808.0,United Kingdom
297907,C562957,22540,MINI JIGSAW CIRCUS PARADE ,-1,2011-08-11 10:15:00,0.42,13319.0,United Kingdom
352991,C567708,22544,MINI JIGSAW SPACEBOY,-43,2011-09-22 09:53:00,0.42,15201.0,United Kingdom
71608,C542150,22492,MINI PAINT SET VINTAGE ,-1,2011-01-26 10:30:00,0.65,14049.0,United Kingdom
243208,C558436,22492,MINI PAINT SET VINTAGE ,-36,2011-06-29 12:45:00,0.65,15805.0,United Kingdom
249327,C558903,22492,MINI PAINT SET VINTAGE ,-1,2011-07-04 16:09:00,0.65,13115.0,United Kingdom
270093,C560540,22492,MINI PAINT SET VINTAGE ,-36,2011-07-19 12:26:00,0.65,12415.0,Australia
360536,C568232,22492,MINI PAINT SET VINTAGE ,-1,2011-09-26 11:27:00,0.65,14808.0,United Kingdom
361851,C568388,22492,MINI PAINT SET VINTAGE ,-35,2011-09-27 10:05:00,0.65,14808.0,United Kingdom
389648,C570486,22492,MINI PAINT SET VINTAGE ,-36,2011-10-10 17:11:00,0.65,14533.0,United Kingdom
394033,C570867,22492,MINI PAINT SET VINTAGE ,-36,2011-10-12 16:17:00,0.65,12607.0,USA
449050,C575082,22492,MINI PAINT SET VINTAGE ,-12,2011-11-08 13:30:00,0.65,12613.0,Germany
492502,C578124,22492,MINI PAINT SET VINTAGE ,-2,2011-11-23 10:30:00,0.65,14049.0,United Kingdom
13053,C537414,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2010-12-06 15:09:00,2.95,16861.0,United Kingdom
24190,C538341,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-1,2010-12-10 14:03:00,2.95,15514.0,United Kingdom
148220,C549191,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-04-07 10:15:00,2.55,16422.0,United Kingdom
263320,C559983,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2011-07-14 11:41:00,2.95,14562.0,United Kingdom
290375,C562375,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2011-08-04 14:46:00,2.55,14911.0,EIRE
383081,C569995,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-10-06 20:36:00,2.55,14557.0,United Kingdom
393785,C570853,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-10-12 14:54:00,2.55,15473.0,United Kingdom
393786,C570854,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-10-12 14:55:00,2.55,15473.0,United Kingdom
414040,C572334,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2011-10-24 10:25:00,2.55,14607.0,United Kingdom
458331,C575777,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-11-11 11:15:00,2.55,13881.0,United Kingdom
38458,C539576,20679,EDWARDIAN PARASOL RED,-6,2010-12-20 12:25:00,5.95,14911.0,EIRE
488432,C577821,20679,EDWARDIAN PARASOL RED,-1,2011-11-22 09:29:00,5.95,13777.0,United Kingdom
497462,C578371,20679,EDWARDIAN PARASOL RED,-2,2011-11-24 11:16:00,5.95,14410.0,United Kingdom
19390,C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,2010-12-08 15:59:00,1.25,14388.0,United Kingdom
19437,C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,2010-12-08 16:15:00,1.25,16252.0,United Kingdom
99748,C544780,37370,RETRO COFFEE MUGS ASSORTED,-5,2011-02-23 12:05:00,1.06,16701.0,United Kingdom
188297,C553026,37370,RETRO COFFEE MUGS ASSORTED,-1,2011-05-12 19:35:00,1.25,15249.0,United Kingdom
192166,553391,37370,sold as set/6 by dotcom,-786,2011-05-16 16:42:00,0.0,nan,United Kingdom
192293,553398,37370,damages/dotcom?,-590,2011-05-16 17:07:00,0.0,nan,United Kingdom
196834,C553866,37370,RETRO COFFEE MUGS ASSORTED,-3,2011-05-19 14:14:00,1.25,14620.0,United Kingdom
5262,C536854,21871,SAVE THE PLANET MUG,-1,2010-12-03 10:09:00,1.25,15240.0,United Kingdom
86891,C543611,21871,SAVE THE PLANET MUG,-1,2011-02-10 14:38:00,1.06,17850.0,United Kingdom
88152,C543775,21871,SAVE THE PLANET MUG,-6,2011-02-11 16:10:00,1.25,13102.0,United Kingdom
116697,C546302,21871,SAVE THE PLANET MUG,-1,2011-03-10 15:27:00,1.25,14214.0,United Kingdom
117660,C546395,21871,SAVE THE PLANET MUG,-1,2011-03-11 14:29:00,1.25,14214.0,United Kingdom
196123,C553780,21871,SAVE THE PLANET MUG,-2,2011-05-19 10:53:00,1.25,15730.0,United Kingdom
262287,C559908,21871,SAVE THE PLANET MUG,-72,2011-07-13 13:56:00,1.06,14088.0,United Kingdom
273708,C560855,21871,SAVE THE PLANET MUG,-5,2011-07-21 13:00:00,1.25,14410.0,United Kingdom
304431,C563577,21871,SAVE THE PLANET MUG,-576,2011-08-17 15:06:00,1.06,17949.0,United Kingdom
349690,C567518,21871,SAVE THE PLANET MUG,-12,2011-09-20 16:28:00,1.65,nan,EIRE
481903,C577383,21871,SAVE THE PLANET MUG,-2,2011-11-18 16:48:00,1.65,13091.0,United Kingdom
516217,C579882,21871,SAVE THE PLANET MUG,-6,2011-11-30 17:28:00,1.65,13050.0,United Kingdom
86896,C543611,21071,VINTAGE BILLBOARD DRINK ME MUG,-6,2011-02-10 14:38:00,1.06,17850.0,United Kingdom
418094,572692,21071,check,-82,2011-10-25 14:16:00,0.0,nan,United Kingdom
72883,C542271,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-5,2011-01-27 09:40:00,1.25,12637.0,France
416745,C572554,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-36,2011-10-24 17:16:00,1.06,17317.0,United Kingdom
481902,C577383,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-1,2011-11-18 16:48:00,1.25,13091.0,United Kingdom
21473,C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-12-09 14:43:00,5.95,16350.0,United Kingdom
